prospectRank,priorityType,teamId,parentTeam,division,affiliateLevel,affiliateName,firstName,lastName,age,position,currentDisplayOVR,floorDisplay,ceilingDisplay,contact,power,eye,speed,defense,durability,stuff,control,stamina,velocity,movement,workEthic,mentalToughness,leadership,competitiveness,developmentProgram,developmentTrajectory,role,scoutingNote
1,Top Prospect,nym,New York Tycoons,AL_EAST,AA,Albany Blue Chips,Ari,Abarca,22,SS,45,40,75,45,45,40,55,60,45,,,,,,61,60,49,62,tools,ahead_of_curve,Top ranked prospect / potential impact regular,"Up-the-middle athlete with defensive value and pressure-speed traits; tools are ahead of current baseball skill. Fits the org identity around polished bats, zone control, up-the-middle defense, and marketable high-floor prospects."
10,Top Prospect,sfb,San Francisco Sourdoughs,NL_WEST,INTERNATIONAL,Tijuana Sourdough Academy,Ilya,Ives,18,SP,30,20,60,20,20,20,20,30,30,35,30,50,35,35,82,84,64,76,stamina,bust_risk,International/rookie upside lottery ticket,Starter traits with enough pitch mix to stay in a rotation; workload growth is the main development goal. Best used as international/rookie upside lottery ticket.
,Depth / Role Player,sfb,San Francisco Sourdoughs,NL_WEST,AAA,Sacramento Starters,Joaquin,Paredes,27,C,45,40,50,45,45,50,35,65,50,,,,,,63,83,48,69,fundamentals,on_track,Optionable catcher with receiving value,Catcher with staff-handling traits and a realistic defensive path; fundamentals can turn the tools into a role. Best used as optionable catcher with receiving value.
,Depth / Role Player,sfb,San Francisco Sourdoughs,NL_WEST,AAA,Sacramento Starters,Kaito,Wexler,26,2B,45,40,50,45,40,45,50,70,45,,,,,,74,90,53,82,defense,on_track,Utility infielder / contact bench bat,Up-the-middle athlete with defensive value and pressure-speed traits; defense gives the profile a safer floor. Best used as utility infielder / contact bench bat.
,Depth / Role Player,sfb,San Francisco Sourdoughs,NL_WEST,AAA,Sacramento Starters,Leon,Evers,27,LF,45,40,50,45,55,50,40,55,45,,,,,,85,55,58,95,fundamentals,on_track,Left-handed bench outfield depth,Bat-first profile with enough impact to matter if the approach holds; fundamentals can turn the tools into a role. Best used as left-handed bench outfield depth.
,Depth / Role Player,sfb,San Francisco Sourdoughs,NL_WEST,AAA,Sacramento Starters,Malik,Linton,28,SP,45,40,50,20,20,20,20,30,50,50,45,65,50,50,96,62,63,71,stamina,on_track,Sixth-starter depth,Starter traits with enough pitch mix to stay in a rotation; workload growth is the main development goal. Best used as sixth-starter depth.
,Depth / Role Player,sfb,San Francisco Sourdoughs,NL_WEST,AA,Oakland Crusts,Noel,Tejada,24,CL,40,35,55,20,20,20,25,30,45,50,40,30,50,55,68,69,68,84,breaking,on_track,Middle-relief shuttle candidate,Late-inning arm with leverage temperament and swing-and-miss shape; breaking-ball quality is the carrying skill. Best used as middle-relief shuttle candidate.
,Depth / Role Player,sfb,San Francisco Sourdoughs,NL_WEST,AA,Oakland Crusts,Orion,Carrow,24,RF,40,35,55,40,50,45,35,50,40,,,,,,79,76,73,60,fundamentals,on_track,Fourth-outfielder depth,Bat-first profile with enough impact to matter if the approach holds; fundamentals can turn the tools into a role. Best used as fourth-outfielder depth.
,Depth / Role Player,sfb,San Francisco Sourdoughs,NL_WEST,A_PLUS,San Jose Proofers,Pavel,Jurado,22,SS,35,25,55,35,30,35,40,60,35,,,,,,90,83,78,73,defense,on_track,Defense-first infield depth,Up-the-middle athlete with defensive value and pressure-speed traits; defense gives the profile a safer floor. Best used as defense-first infield depth.
,Depth / Role Player,sfb,San Francisco Sourdoughs,NL_WEST,A,Santa Rosa Levains,Rey,Quade,21,SP,30,20,55,20,20,20,20,30,30,35,30,50,35,35,62,90,83,86,stamina,on_track,Developmental starter with strike-throwing base,Starter traits with enough pitch mix to stay in a rotation; workload growth is the main development goal. Best used as developmental starter with strike-throwing base.
,Depth / Role Player,sfb,San Francisco Sourdoughs,NL_WEST,ROOKIE,Mission Yeasts,Santos,Yates,19,C,25,20,50,25,25,30,20,45,30,,,,,,73,55,88,62,fundamentals,on_track,Young catcher / staff-handling project,Catcher with staff-handling traits and a realistic defensive path; fundamentals can turn the tools into a role. Best used as young catcher / staff-handling project.
,Depth / Role Player,sfb,San Francisco Sourdoughs,NL_WEST,INTERNATIONAL,Tijuana Sourdough Academy,Talen,Falk,18,RP,25,20,55,20,20,20,25,30,25,30,20,20,45,30,84,62,44,75,velocity,on_track,Academy arm strength project,Relief profile with one carrying pitch and room for command growth; velocity development drives the upside. Best used as academy arm strength project.
1,Top Prospect,phx,Phoenix Copperbirds,NL_WEST,A_PLUS,Yuma Dustspinners,Uri,Marin,21,1B,40,35,70,40,65,35,35,40,40,,,,,,59,74,56,90,power,ahead_of_curve,Top ranked prospect / potential impact regular,"Bat-first profile with enough impact to matter if the approach holds; game power is the development focus. Fits the org identity around desert power, durable starters, high-variance arms, and stamina-focused development."
2,Top Prospect,phx,Phoenix Copperbirds,NL_WEST,AA,Mesa Mirages,Vaughn,Uribe,23,3B,45,40,65,45,70,40,40,45,45,,,,,,73,86,68,68,power,on_track,Impact follow prospect / everyday or rotation path,"Bat-first profile with enough impact to matter if the approach holds; game power is the development focus. Fits the org identity around desert power, durable starters, high-variance arms, and stamina-focused development."
3,Top Prospect,phx,Phoenix Copperbirds,NL_WEST,A_PLUS,Yuma Dustspinners,Wade,Canelo,21,2B,40,35,60,40,45,35,50,55,40,,,,,,87,56,80,83,tools,on_track,Scarcity-position prospect / above-average role path,"Up-the-middle athlete with defensive value and pressure-speed traits; tools are ahead of current baseball skill. Fits the org identity around desert power, durable starters, high-variance arms, and stamina-focused development."
4,Top Prospect,phx,Phoenix Copperbirds,NL_WEST,AA,Mesa Mirages,Yuri,Jenkins,22,SS,40,35,60,40,45,35,50,55,40,,,,,,62,68,43,61,tools,on_track,Athletic regular upside,Up-the-middle athlete with defensive value and pressure-speed traits; tools are ahead of current baseball skill. Best used as athletic regular upside.
5,Top Prospect,phx,Phoenix Copperbirds,NL_WEST,AAA,Tucson Sandglass,Zion,Rendon,25,RP,50,45,60,20,20,20,25,30,55,55,45,40,70,50,76,80,55,76,velocity,on_track,Near-ready relief or swingman option,Relief profile with one carrying pitch and room for command growth; velocity development drives the upside. Best used as near-ready relief or swingman option.
6,Top Prospect,phx,Phoenix Copperbirds,NL_WEST,A_PLUS,Yuma Dustspinners,Alonzo,Abarca,21,DH,35,25,60,35,60,30,30,35,35,,,,,,90,92,67,91,power,on_track,Power or corner-depth prospect,Bat-first profile with enough impact to matter if the approach holds; game power is the development focus. Best used as power or corner-depth prospect.
7,Top Prospect,phx,Phoenix Copperbirds,NL_WEST,A,Flagstaff Redrocks,Bruno,Harrow,20,LF,35,25,55,35,50,40,30,40,35,,,,,,65,62,79,69,fundamentals,on_track,Defense/speed development prospect,Bat-first profile with enough impact to matter if the approach holds; fundamentals can turn the tools into a role. Best used as defense/speed development prospect.
8,Top Prospect,phx,Phoenix Copperbirds,NL_WEST,A,Flagstaff Redrocks,Cassian,Okafor,20,SP,30,20,60,20,20,20,20,30,30,35,30,50,35,30,79,74,42,84,stamina,on_track,Raw arm with starter traits,Starter traits with enough pitch mix to stay in a rotation; workload growth is the main development goal. Best used as raw arm with starter traits.
9,Top Prospect,phx,Phoenix Copperbirds,NL_WEST,ROOKIE,Tempe Heat Haze,Diego,Velas,19,C,30,20,60,30,35,35,20,45,35,,,,,,93,86,54,62,fundamentals,bust_risk,Young bat with one loud carrying tool,Catcher with staff-handling traits and a realistic defensive path; fundamentals can turn the tools into a role. Best used as young bat with one loud carrying tool.
10,Top Prospect,phx,Phoenix Copperbirds,NL_WEST,INTERNATIONAL,Hermosillo Dust Academy,Enzo,Daschle,18,C,30,20,60,30,35,35,20,45,35,,,,,,68,56,66,77,fundamentals,bust_risk,International/rookie upside lottery ticket,Catcher with staff-handling traits and a realistic defensive path; fundamentals can turn the tools into a role. Best used as international/rookie upside lottery ticket.
,Depth / Role Player,phx,Phoenix Copperbirds,NL_WEST,AAA,Tucson Sandglass,Franco,Kimura,27,C,45,40,50,45,50,50,35,60,50,,,,,,88,55,50,70,fundamentals,on_track,Optionable catcher with receiving value,Catcher with staff-handling traits and a realistic defensive path; fundamentals can turn the tools into a role. Best used as optionable catcher with receiving value.
,Depth / Role Player,phx,Phoenix Copperbirds,NL_WEST,AAA,Tucson Sandglass,Griffin,Solberg,26,3B,45,40,50,45,60,50,40,50,45,,,,,,60,62,55,83,fundamentals,on_track,Utility infielder / contact bench bat,Bat-first profile with enough impact to matter if the approach holds; fundamentals can turn the tools into a role. Best used as utility infielder / contact bench bat.
,Depth / Role Player,phx,Phoenix Copperbirds,NL_WEST,AAA,Tucson Sandglass,Hayes,Bexley,27,LF,45,40,50,45,60,50,40,50,45,,,,,,71,69,60,96,fundamentals,on_track,Left-handed bench outfield depth,Bat-first profile with enough impact to matter if the approach holds; fundamentals can turn the tools into a role. Best used as left-handed bench outfield depth.
,Depth / Role Player,phx,Phoenix Copperbirds,NL_WEST,AAA,Tucson Sandglass,Ivan,Ibarra,28,SP,45,40,50,20,20,20,20,30,50,50,45,65,50,45,82,76,65,72,stamina,on_track,Sixth-starter depth,Starter traits with enough pitch mix to stay in a rotation; workload growth is the main development goal. Best used as sixth-starter depth.
,Depth / Role Player,phx,Phoenix Copperbirds,NL_WEST,AA,Mesa Mirages,Jasper,Prado,24,RP,40,35,55,20,20,20,25,30,45,45,35,30,60,40,93,83,70,85,velocity,on_track,Middle-relief shuttle candidate,Relief profile with one carrying pitch and room for command growth; velocity development drives the upside. Best used as middle-relief shuttle candidate.
,Depth / Role Player,phx,Phoenix Copperbirds,NL_WEST,AA,Mesa Mirages,Kai,Walden,24,RF,40,35,55,40,55,45,35,45,40,,,,,,65,90,75,61,fundamentals,on_track,Fourth-outfielder depth,Bat-first profile with enough impact to matter if the approach holds; fundamentals can turn the tools into a role. Best used as fourth-outfielder depth.
,Depth / Role Player,phx,Phoenix Copperbirds,NL_WEST,A_PLUS,Yuma Dustspinners,Leland,Eldridge,22,SS,35,25,55,35,35,35,40,55,35,,,,,,76,55,80,74,defense,on_track,Defense-first infield depth,Up-the-middle athlete with defensive value and pressure-speed traits; defense gives the profile a safer floor. Best used as defense-first infield depth.
,Depth / Role Player,phx,Phoenix Copperbirds,NL_WEST,A,Flagstaff Redrocks,Marco,Lagos,21,SP,30,20,55,20,20,20,20,30,30,35,30,50,35,30,87,62,85,87,stamina,on_track,Developmental starter with strike-throwing base,Starter traits with enough pitch mix to stay in a rotation; workload growth is the main development goal. Best used as developmental starter with strike-throwing base.
,Depth / Role Player,phx,Phoenix Copperbirds,NL_WEST,ROOKIE,Tempe Heat Haze,Nestor,Tavares,19,C,25,20,50,25,30,30,20,40,30,,,,,,59,69,90,63,fundamentals,on_track,Young catcher / staff-handling project,Catcher with staff-handling traits and a realistic defensive path; fundamentals can turn the tools into a role. Best used as young catcher / staff-handling project.
,Depth / Role Player,phx,Phoenix Copperbirds,NL_WEST,INTERNATIONAL,Hermosillo Dust Academy,Otis,Bravik,18,SS,25,20,55,25,25,25,30,45,25,,,,,,70,76,46,76,defense,on_track,Academy middle-infield glove project,Up-the-middle athlete with defensive value and pressure-speed traits; defense gives the profile a safer floor. Best used as academy middle-infield glove project.
1,Top Prospect,sea,Seattle Drizzle,NL_WEST,AA,Spokane Mistmakers,Paolo,Inoa,22,SP,50,45,70,20,20,20,20,30,55,60,50,60,55,65,84,88,58,91,breaking,ahead_of_curve,Top ranked pitching prospect / rotation or leverage upside,"Starter traits with enough pitch mix to stay in a rotation; breaking-ball quality is the carrying skill. Fits the org identity around pitching, defense, patience, and low-run-environment roster balance."
2,Top Prospect,sea,Seattle Drizzle,NL_WEST,AA,Spokane Mistmakers,Ramon,Paloma,23,SP,45,40,65,20,20,20,20,30,50,50,55,55,45,50,59,58,70,69,control,on_track,Impact follow prospect / everyday or rotation path,"Starter traits with enough pitch mix to stay in a rotation; command is the separator. Fits the org identity around pitching, defense, patience, and low-run-environment roster balance."
3,Top Prospect,sea,Seattle Drizzle,NL_WEST,A_PLUS,Everett Cloudbreakers,Samir,Zuniga,21,RP,40,35,60,20,20,20,25,30,40,45,50,30,45,45,73,70,82,84,control,on_track,Scarcity-position prospect / above-average role path,"Relief profile with one carrying pitch and room for command growth; command is the separator. Fits the org identity around pitching, defense, patience, and low-run-environment roster balance."
4,Top Prospect,sea,Seattle Drizzle,NL_WEST,AA,Spokane Mistmakers,Tucker,Gallardo,22,LF,40,35,60,40,60,35,35,45,40,,,,,,87,82,45,62,power,on_track,Athletic regular upside,Bat-first profile with enough impact to matter if the approach holds; game power is the development focus. Best used as athletic regular upside.
5,Top Prospect,sea,Seattle Drizzle,NL_WEST,AAA,Tacoma Umbrellas,Vito,Nadeau,25,CL,50,45,60,20,20,20,25,30,55,60,50,40,60,65,62,94,57,77,breaking,on_track,Near-ready relief or swingman option,Late-inning arm with leverage temperament and swing-and-miss shape; breaking-ball quality is the carrying skill. Best used as near-ready relief or swingman option.
6,Top Prospect,sea,Seattle Drizzle,NL_WEST,A_PLUS,Everett Cloudbreakers,Weston,Upton,21,C,35,25,60,35,35,40,25,55,40,,,,,,76,64,69,92,fundamentals,on_track,Power or corner-depth prospect,Catcher with staff-handling traits and a realistic defensive path; fundamentals can turn the tools into a role. Best used as power or corner-depth prospect.
7,Top Prospect,sea,Seattle Drizzle,NL_WEST,A,Olympia Rainchecks,Yahir,Cruzado,20,3B,35,25,55,35,45,40,30,45,35,,,,,,90,76,81,70,fundamentals,on_track,Defense/speed development prospect,Bat-first profile with enough impact to matter if the approach holds; fundamentals can turn the tools into a role. Best used as defense/speed development prospect.
8,Top Prospect,sea,Seattle Drizzle,NL_WEST,A,Olympia Rainchecks,Zeke,Jasso,20,RP,30,20,60,20,20,20,25,30,30,35,25,20,50,35,65,88,44,85,velocity,on_track,Raw arm with starter traits,Relief profile with one carrying pitch and room for command growth; velocity development drives the upside. Best used as raw arm with starter traits.
9,Top Prospect,sea,Seattle Drizzle,NL_WEST,ROOKIE,Puget Sound Puddles,Alden,Rinaldi,19,DH,30,20,60,30,40,35,25,40,30,,,,,,79,58,56,63,fundamentals,bust_risk,Young bat with one loud carrying tool,Bat-first profile with enough impact to matter if the approach holds; fundamentals can turn the tools into a role. Best used as young bat with one loud carrying tool.
10,Top Prospect,sea,Seattle Drizzle,NL_WEST,INTERNATIONAL,Vancouver Drizzle Academy,Brody,Arden,18,RF,30,20,60,30,40,35,25,40,30,,,,,,93,70,68,78,fundamentals,bust_risk,International/rookie upside lottery ticket,Bat-first profile with enough impact to matter if the approach holds; fundamentals can turn the tools into a role. Best used as international/rookie upside lottery ticket.
,Depth / Role Player,sea,Seattle Drizzle,NL_WEST,AAA,Tacoma Umbrellas,Cade,Hollis,27,C,45,40,50,45,45,50,35,65,50,,,,,,74,69,52,71,fundamentals,on_track,Optionable catcher with receiving value,Catcher with staff-handling traits and a realistic defensive path; fundamentals can turn the tools into a role. Best used as optionable catcher with receiving value.
,Depth / Role Player,sea,Seattle Drizzle,NL_WEST,AAA,Tacoma Umbrellas,Dante,Osuna,26,2B,45,40,50,45,40,45,50,70,45,,,,,,85,76,57,84,defense,on_track,Utility infielder / contact bench bat,Up-the-middle athlete with defensive value and pressure-speed traits; defense gives the profile a safer floor. Best used as utility infielder / contact bench bat.
,Depth / Role Player,sea,Seattle Drizzle,NL_WEST,AAA,Tacoma Umbrellas,Ezra,Virelli,27,LF,45,40,50,45,55,50,40,55,45,,,,,,96,83,62,60,fundamentals,on_track,Left-handed bench outfield depth,Bat-first profile with enough impact to matter if the approach holds; fundamentals can turn the tools into a role. Best used as left-handed bench outfield depth.
,Depth / Role Player,sea,Seattle Drizzle,NL_WEST,AAA,Tacoma Umbrellas,Finnian,Decker,28,SP,45,40,50,20,20,20,20,30,50,50,45,65,50,50,68,90,67,73,stamina,on_track,Sixth-starter depth,Starter traits with enough pitch mix to stay in a rotation; workload growth is the main development goal. Best used as sixth-starter depth.
